year,title,inn,ok1,ok2,ok3,region,of,of_lag,ta_fix,ta_fix_lag,ta_nonfix,ta_nonfix_lag,ta,ta_lag,tp_cap,tp_cap_lag,debt_long,debt_long_lag,tp_long,tp_long_lag,debt_short,debt_short_lag,tp_short,tp_short_lag,tp,tp_lag,sales,sales_lag,profit_operational,profit_operational_lag,exp_interest,exp_interest_lag,profit_before_tax,profit_before_tax_lag,cash_oper_inflow,cash_oper_inflow_sales,paid_to_supplier,paid_to_worker,cash_interest,cash_investment_of
2013,КВАРТАЛ,2450025513,51,39,0,24,0.5,0.3,0.5,0.5,108.2,117.1,108.7,117.6,76.2,77.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,40.6,108.7,117.6,1233.0,1273.6,-1.7,14.7,0.0,0.0,1.7,19.0,1737.9,1196.3,1151.5,27.8,0.0,0.0
2013,Аэропорт Емельяново,2460213509,63,23,1,24,336.0,396.1,346.0,406.0,247.0,243.9,593.0,650.0,447.3,417.2,0.0,76.0,14.0,90.2,0.1,20.6,131.8,142.6,593.0,650.0,1332.2,1138.5,70.7,27.2,5.3,12.1,43.8,8.0,1295.3,1220.5,387.9,486.9,5.8,12.5
2013,МКС-Брянск,3255505684,70,32,1,32,2.0,4.5,5.5,12.6,199.6,160.3,205.2,172.9,-43.3,-52.1,0.0,0.0,-0.0,0.0,26.1,32.9,248.5,225.0,205.2,172.9,1013.3,970.7,25.3,6.3,2.2,2.8,13.4,-3.9,230.4,226.3,191.0,13.7,0.0,0.0
2013,КУЗБАССКИЙ БРОЙЛЕР,4238022801,1,24,0,42,3.4,2.5,3.4,2.5,535.8,438.2,539.2,440.7,342.0,287.8,0.0,0.0,0.0,0.0,25.0,40.0,197.2,152.9,539.2,440.7,1481.1,1135.4,43.6,200.4,2.9,0.8,54.2,212.6,1230.6,1205.7,846.9,304.8,2.9,0.0
2013,ВОСТОКНЕФТЕПРОДУКТ,4205164920,51,51,2,42,0.1,6.8,0.1,6.8,635.9,565.9,636.0,572.7,10.4,6.8,245.8,238.7,245.8,238.7,226.4,131.6,379.8,327.1,636.0,572.7,1616.5,1587.3,47.0,40.1,43.4,34.9,4.7,1.5,3537.5,3461.6,3513.1,0.7,43.3,0.0
2013,Кузбасский деловой союз,4217108455,50,50,0,42,3.7,2.5,3.7,10.9,260.4,197.7,264.1,208.6,40.2,-45.8,0.0,0.0,0.2,0.3,183.8,110.5,223.7,254.2,264.1,208.6,2873.8,2153.5,89.5,-56.6,10.1,10.2,112.6,-28.7,0.0,0.0,0.0,0.0,0.0,0.0
2013,"ЦЕНТР ПСИХОЛОГИЧЕСКИХ РЕШЕНИЙ ""ПРО""",4205169358,80,42,0,42,0.0,0.0,0.0,0.0,351.8,0.0,351.8,0.0,-55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.5,0.0,351.8,0.0,1444.9,0.0,531.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,ИВА,4220038769,51,34,21,42,1.5,1.1,1.5,1.1,487.0,534.0,488.4,535.2,178.4,180.8,0.0,0.0,0.0,0.0,56.5,63.5,310.0,354.4,488.4,535.2,1060.9,1245.6,33.0,56.3,4.6,3.8,12.8,82.0,1187.8,1183.4,1093.8,34.1,4.2,0.0
2013,Базовый Авиатопливный Оператор,7706693215,63,23,4,77,58.2,59.5,58.4,309.3,1473.4,1463.7,1531.8,1773.1,454.9,169.8,0.0,834.4,0.0,834.4,0.0,56.8,1076.8,768.8,1531.8,1773.1,5463.2,4926.2,578.5,256.2,36.9,5.7,595.9,-378.7,6795.0,6266.3,5876.4,127.6,7.9,2.7
2013,МАРЧЕГАЛИЯ РУ,7702681272,27,22,56,77,863.5,892.9,928.9,940.1,931.2,692.8,1860.1,1632.9,749.3,863.9,599.2,415.4,605.7,420.3,0.0,121.2,505.1,348.7,1860.1,1632.9,1085.7,903.2,-29.8,-108.5,9.1,9.4,-133.9,-97.6,1113.0,1083.6,912.4,40.0,9.6,19.4
2013,ЖАТВА,2339017917,51,21,0,23,82.0,82.0,82.0,82.0,288.8,296.8,370.8,378.8,20.9,11.7,0.0,60.0,0.0,60.0,0.0,40.0,349.9,307.2,370.8,378.8,1285.8,826.2,21.6,17.3,7.4,7.8,13.6,7.7,2159.6,1827.5,1509.1,0.2,7.4,0.0
2013,Трест-2,2365012802,45,21,7,23,85.7,58.7,165.7,140.4,2166.1,1776.5,2331.8,1916.9,981.8,1004.5,0.0,0.0,0.3,1.3,0.0,0.0,1349.8,911.1,2331.8,1916.9,4060.3,4261.4,166.9,529.1,0.1,0.1,129.9,475.5,3083.2,2964.8,2427.8,297.6,0.0,41.1
2013,Фактор,3663073810,51,32,11,36,0.0,0.0,0.0,0.0,365.5,342.2,365.5,342.2,26.4,12.3,0.0,0.0,0.0,0.0,333.2,253.0,339.2,329.9,365.5,342.2,1612.8,2031.2,51.1,38.9,37.3,30.2,14.6,6.7,1594.0,1591.4,1611.5,0.9,37.6,0.0
2013,"КУРГАНСКИЙ МЯСОКОМБИНАТ ""СТАНДАРТ""",6670224350,15,13,1,66,53.8,57.2,54.6,57.6,525.2,328.8,579.9,386.4,61.8,27.6,345.7,210.4,356.5,219.5,12.7,11.9,161.6,139.4,579.9,386.4,1509.3,1039.7,158.8,91.6,35.0,31.5,45.1,21.2,1426.1,1068.0,1166.6,79.5,34.7,6.3
2013,ДИЛМАС,2508086690,51,51,2,25,301.1,64.3,301.1,64.3,545.3,372.6,846.4,436.8,32.1,26.3,214.4,70.8,220.0,74.6,238.0,83.5,594.3,335.9,846.4,436.8,2447.5,1493.6,41.2,12.0,26.2,9.7,9.2,2.4,3471.8,2973.9,3846.2,30.6,26.2,0.0
2013,СНС Владивосток,2539095895,51,35,0,25,0.5,0.6,0.5,0.6,196.4,143.2,196.9,143.8,0.6,0.5,0.0,0.0,0.0,0.0,1.5,0.0,196.3,143.4,196.9,143.8,1282.1,1101.1,-2.6,-13.0,0.0,0.0,0.1,0.2,1118.2,1118.2,1114.5,4.9,0.0,0.0
2013,Транс Нефть Сервис,2538127632,51,51,0,25,0.1,0.1,0.1,0.1,121.0,185.5,121.0,185.6,2.9,1.6,44.5,58.6,44.5,58.6,15.1,43.3,73.7,125.4,121.0,185.6,1325.4,990.7,20.0,7.4,11.7,4.8,1.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2013,АСМ-Алтай,2222077304,51,90,0,22,112.6,53.5,112.6,53.5,370.0,457.0,482.7,510.5,26.2,20.8,140.0,166.9,140.2,167.3,15.1,7.0,316.3,322.4,482.7,510.5,1160.2,908.0,27.4,16.7,18.4,18.4,7.0,6.1,2373.9,1721.1,1335.8,3.4,18.3,55.3
2013,СНС Барнаул,2224129847,51,35,0,22,2.9,3.9,2.9,3.9,147.2,98.8,150.1,102.7,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,149.5,102.3,150.1,102.7,1044.8,843.7,-10.7,-12.4,0.0,0.0,0.1,0.1,586.8,574.2,560.4,3.8,0.0,0.0
2013,СБСВ-КЛЮЧАВТО СТАВРОПОЛЬ,2305025839,50,10,2,23,69.0,34.7,69.1,34.7,249.7,158.7,318.7,193.4,102.9,44.1,0.0,0.0,0.0,0.0,110.4,72.7,215.8,149.3,318.7,193.4,1667.2,1207.4,17.8,19.8,7.3,1.8,70.3,45.5,1927.5,1829.5,1812.2,42.3,7.3,0.0
2013,АСП ГРУПП ЮГ,2308151292,51,12,1,23,1.9,2.0,1.9,2.0,136.9,121.7,138.8,123.8,74.9,37.9,0.0,0.0,0.0,0.0,0.0,0.0,63.9,85.8,138.8,123.8,2263.5,1687.9,48.1,46.7,0.0,0.0,47.1,47.8,2264.1,2264.1,2207.8,15.2,0.0,0.0
2013,Фабрика особой медицины БИОЛАЙФ,2356048150,1,25,9,23,0.0,0.0,0.0,0.0,1.6,1.4,1.6,1.4,0.1,-0.3,1.5,1.7,1.5,1.7,0.0,0.0,0.1,0.0,1.6,1.4,1252.5,1251.9,383.9,-257.4,0.0,0.0,383.9,-257.4,0.0,0.0,0.0,0.0,0.0,0.0
2013,СБСВ-КЛЮЧАВТО ВОСТОК,2305025941,50,10,2,23,245.7,252.0,257.6,257.9,169.8,213.6,427.4,471.5,-52.7,-29.4,391.2,373.5,392.2,374.5,63.2,108.9,87.9,126.4,427.4,471.5,1100.7,459.7,-26.2,-29.4,37.2,11.3,-30.6,-31.7,2205.8,1330.4,1225.9,27.4,25.4,12.8
2013,ЮгМедиаПресс,2308152730,51,47,22,23,1.3,1.1,1.3,1.1,175.1,143.2,176.4,144.3,10.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,166.2,134.2,176.4,144.3,1170.7,904.3,33.1,35.0,0.0,0.0,32.8,34.8,985.9,985.9,904.9,62.3,0.0,0.0
2013,СНС Краснодар,2310136206,51,35,0,23,6.5,7.7,6.5,7.7,166.4,156.2,172.8,163.9,0.9,0.8,0.0,0.0,0.0,0.0,7.2,0.2,171.9,163.1,172.8,163.9,2391.9,2075.5,-15.5,-20.8,0.0,0.0,0.2,0.2,1954.0,1947.3,1940.1,9.8,0.0,0.0
2013,"Торговый дом ""Кубаньгазификация""",2308153363,50,50,0,23,3.0,212.0,163.2,362.6,588.1,185.5,751.3,548.2,544.4,422.0,0.0,0.0,0.0,0.0,0.0,0.0,206.9,126.1,751.3,548.2,3114.7,1768.5,611.0,334.7,0.0,3.1,611.1,327.8,2923.4,2919.1,2439.8,4.2,0.0,0.9
2013,ТопТранс,2320170679,51,51,3,23,0.0,0.0,0.0,0.0,171.4,185.5,171.4,185.6,7.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,164.2,181.8,171.4,185.6,1117.2,1013.7,4.6,2.2,0.0,0.0,4.6,2.2,1162.7,1138.0,1159.9,0.7,0.0,0.0
2013,Северо-Кавказский Институт Промышленной Экспертизы,2312157755,74,30,5,23,0.0,0.0,0.0,0.0,1350.4,805.1,1350.4,805.1,10.0,10.0,775.8,259.4,775.8,259.4,0.0,0.0,564.6,535.7,1350.4,805.1,16866.2,16151.0,3670.7,3550.8,0.0,0.0,1281.7,743.8,0.0,0.0,0.0,0.0,0.0,0.0
2013,СБСВ-КЛЮЧАВТО ЮГ,2305026060,50,1,0,23,19.6,13.8,71.6,62.1,200.2,303.8,271.8,365.9,75.6,60.6,0.0,0.0,0.0,0.0,101.3,66.9,196.2,305.3,271.8,365.9,1053.9,903.6,22.0,26.3,8.7,4.0,26.6,30.9,1304.1,1247.7,1209.1,38.2,8.6,19.1
2013,СБСВ- КЛЮЧАВТО СЕВЕР,2305026078,50,10,2,23,236.7,76.3,735.6,441.9,413.5,509.7,1149.1,951.6,577.3,483.1,0.0,0.0,0.0,0.0,348.0,202.0,571.8,468.5,1149.1,951.6,3245.3,3504.6,14.8,69.1,23.1,6.1,153.6,121.8,4968.5,4186.0,3834.0,68.2,0.0,490.2
2013,СтройКонтроль,7840400906,45,1,0,78,279.7,188.0,279.7,188.0,1469.7,822.9,1749.4,1011.0,92.3,97.4,0.0,0.0,219.1,0.0,0.0,0.0,1438.1,913.6,1749.4,1011.0,1754.2,2289.0,193.0,149.6,5.8,0.2,142.6,130.3,1999.6,1672.2,1362.7,127.7,5.8,0.0
2013,Нордин,7806399489,51,36,1,78,0.1,0.1,0.1,0.1,617.0,609.3,617.1,609.4,175.7,109.4,75.0,75.0,75.0,75.0,89.2,42.9,366.4,425.0,617.1,609.4,4200.4,2921.2,119.7,47.7,14.6,2.6,103.4,38.0,3745.6,3721.8,3681.8,13.5,14.5,0.1
2013,СтальРесурс-регион,7841397519,37,10,0,78,31.1,31.6,33.0,33.3,214.2,189.8,247.2,223.1,24.5,20.4,0.0,0.0,0.0,0.0,90.9,113.8,222.7,202.7,247.2,223.1,1423.8,1060.1,26.2,18.8,14.5,8.0,6.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2013,СтройНефтеГазСервис,7840402710,45,3,0,78,18.1,10.2,38.9,18.0,851.3,576.3,890.2,594.3,25.1,24.2,0.0,0.0,0.0,0.0,0.0,0.0,865.1,570.1,890.2,594.3,1163.3,1258.1,30.0,0.0,0.0,0.0,4.4,2.0,929.1,929.1,800.5,58.1,0.0,0.0
2013,Компания Благо,7816455333,15,42,1,78,231.5,251.1,320.9,340.6,4905.8,2835.4,5226.7,3175.9,524.3,512.5,0.0,0.0,0.0,0.0,2348.0,1600.0,4702.4,2663.5,5226.7,3175.9,5496.6,4337.5,142.2,283.3,177.7,125.3,14.9,14.9,5555.3,5349.9,5754.7,70.2,177.7,0.0
2013,"Строительная компания ""Империал""",7840403865,45,21,0,78,2.4,4.1,2.4,4.1,3985.1,2202.7,3987.5,2206.9,646.5,648.6,0.0,0.0,0.0,0.0,15.0,0.0,3341.0,1558.3,3987.5,2206.9,4033.7,0.0,2.1,0.0,0.0,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,СНС-Нева,7816455728,52,26,0,78,19.2,22.9,19.2,22.9,702.6,528.2,721.8,551.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,721.3,551.0,721.8,551.1,7782.0,6546.2,-44.6,-56.3,0.0,0.0,0.5,0.3,7579.4,7579.2,7570.9,30.4,0.0,0.0
2013,"ГЕНЕРАЛЬНАЯ ПОДРЯДНАЯ КОМПАНИЯ ""ЛЭНД""",7842399068,51,65,6,78,2.1,0.5,2.1,0.5,963.3,612.0,965.4,612.6,79.0,60.4,0.0,0.0,0.0,0.0,0.0,10.0,886.5,552.2,965.4,612.6,3560.4,2040.0,172.5,82.9,3.2,2.1,165.7,76.1,3688.3,1383.9,3057.5,89.4,3.2,1.8
2013,Обцион,7802459176,51,32,0,78,0.0,0.0,0.0,0.0,1350.9,235.9,1350.9,235.9,4.9,3.2,0.0,0.0,0.0,0.0,21.7,14.5,1345.9,232.6,1350.9,235.9,1591.2,552.8,5.3,3.1,2.7,1.2,2.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0
2013,СНС Ставрополь,2636087177,51,35,0,26,4.6,5.3,4.6,5.3,563.5,92.7,568.2,98.0,0.0,-0.1,0.0,0.0,0.0,0.0,3.3,0.0,568.2,98.1,568.2,98.0,2233.1,1703.2,-2.1,-13.5,0.0,0.0,0.2,0.1,2090.6,2085.5,2085.3,4.7,0.0,0.0
2013,Юг-Фарм,2626039840,51,46,1,26,32.7,1.6,32.7,1.6,900.7,675.6,933.3,677.2,183.2,125.7,1.0,0.0,1.0,0.0,5.5,1.0,749.1,551.4,933.3,677.2,3880.0,2925.6,59.9,32.1,0.0,0.0,71.9,79.0,4289.4,4280.1,4205.6,11.3,0.0,33.0
2013,СНС Пятигорск,2632093187,51,35,0,26,3.7,4.6,3.7,4.6,317.8,177.0,321.5,181.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,321.0,181.2,321.5,181.7,1811.8,1759.0,-5.3,-5.0,0.0,0.0,0.2,0.2,1926.5,1924.6,1904.9,4.4,0.0,0.0
2013,СБСВ - КЛЮЧАВТО МИНЕРАЛЬНЫЕ ВОДЫ,2630042571,50,10,2,26,32.0,35.8,130.5,72.7,479.6,296.1,610.1,368.8,244.6,176.5,0.0,0.0,0.0,0.0,318.9,156.0,365.4,192.3,610.1,368.8,4114.4,3235.7,140.1,168.0,27.0,15.2,140.7,146.3,4235.1,4160.8,3970.4,64.2,26.8,25.9
2013,МЕРИДИАН,6163095680,45,21,0,61,7.7,1.2,7.7,1.2,604.3,276.5,612.1,277.7,9.1,4.1,0.0,0.0,0.0,0.0,6.2,25.0,603.0,273.5,612.1,277.7,1275.6,467.6,40.1,18.4,17.1,6.1,6.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2013,Модерн Машинери Фар Ист,4909105495,51,82,0,49,105.2,26.9,113.5,52.6,1588.6,1286.9,1702.1,1339.6,184.5,95.8,0.0,0.0,0.0,0.0,0.0,0.0,1517.6,1243.7,1702.1,1339.6,5038.7,3178.3,220.4,93.5,0.0,0.0,113.7,95.3,5641.4,5379.8,5265.0,23.4,0.0,0.0
2013,СНС Тверь,6950094569,51,35,0,69,2.5,2.2,2.5,2.2,119.4,84.6,122.0,86.8,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.0,121.5,86.4,122.0,86.8,1115.0,933.3,-4.9,-14.8,0.0,0.0,0.1,0.1,1333.0,1332.7,1322.2,4.2,0.0,0.0
2013,Дмитрогорский мясоперерабатывающий завод,6911029862,15,13,1,69,103.6,37.2,162.8,99.7,357.2,376.9,520.0,476.6,182.3,146.0,124.2,81.7,124.2,81.7,20.4,29.9,213.5,249.0,520.0,476.6,1605.1,1549.5,37.3,33.9,9.2,1.1,45.5,39.2,1734.2,1728.6,1573.7,212.6,0.0,0.0
2013,Юнилин,5249098593,51,47,14,52,1022.5,1188.1,1028.2,1188.4,682.1,870.4,1710.3,2058.8,1491.7,1918.8,0.0,0.0,42.9,51.6,0.0,0.0,175.7,88.4,1710.3,2058.8,1784.1,1834.2,203.2,164.4,0.0,0.0,118.7,136.3,1644.2,1628.7,1066.4,105.0,0.0,35.8
2013,Форум,5259079663,50,30,1,52,49.7,55.4,49.8,55.5,884.4,620.8,934.1,676.4,119.4,64.7,219.5,19.6,591.6,398.0,37.3,150.3,223.1,213.7,934.1,676.4,2701.5,2418.3,96.3,56.9,24.6,25.5,71.6,27.9,4080.1,3134.4,3113.2,21.4,0.0,0.0
2013,СНС Нижний Новгород,5261010387,51,35,0,52,11.3,8.3,11.3,8.3,149.4,155.2,160.7,163.5,0.7,0.5,0.0,0.0,0.0,0.0,0.4,0.1,160.0,163.0,160.7,163.5,1796.6,1558.7,-23.6,-38.6,0.0,0.0,0.2,0.2,1043.3,1042.7,1025.6,7.5,0.0,0.0
2013,ЙОКОХАМА Р.П.З.,4802011710,25,11,0,48,3840.7,4108.9,3877.7,4139.4,1214.3,696.1,5092.0,4835.5,2363.0,2709.3,484.9,664.0,487.4,666.4,1966.5,1023.0,2241.7,1459.8,5092.0,4835.5,1461.7,238.6,-192.5,-621.5,109.3,35.9,-353.1,-723.2,1193.6,1114.3,1134.8,195.7,106.7,229.4
2013,Новолипецкая металлобаза,4823036698,51,52,21,48,49.9,58.5,50.3,58.9,692.2,618.1,742.5,677.0,331.2,306.4,0.0,0.0,4.2,3.3,0.0,0.0,407.1,367.2,742.5,677.0,2691.6,3174.7,67.4,84.0,0.0,0.0,75.3,77.4,2735.0,2734.3,2412.9,164.6,0.0,4.9
2013,Азимут,7906504793,50,1,0,79,0.0,0.0,0.0,0.0,71.5,27.0,71.5,27.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,70.9,26.9,71.5,27.0,1033.6,22.9,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Объединенная компания РУСАЛ Управление инвестициями,7709812421,65,23,1,77,0.0,0.0,524.6,294773.5,7.2,460.7,531.8,295234.3,529.1,295111.4,0.0,0.0,0.0,0.0,0.0,0.0,2.6,122.8,531.8,295234.3,237322.4,8504.9,-12592.8,8462.7,0.0,0.0,-29179.9,41760.9,237322.4,237322.4,24.1,0.3,0.0,0.0
2013,СКФ ГЕО,7730594871,61,10,2,77,65.6,0.8,75.9,28.3,715.5,404.9,791.4,433.2,-581.1,-116.9,0.0,0.0,0.0,0.0,0.0,0.0,1372.5,550.1,791.4,433.2,2009.1,1810.1,-392.3,215.4,0.0,0.0,-447.0,227.2,2118.4,1880.9,1701.9,34.3,0.0,0.0
