inn;year;okved1;region;title;of;ta_fix;ta_nonfix;ta;tp_cap;debt_long;tp_long;debt_short;tp_short;tp;sales;profit_operational;exp_interest;profit_before_tax;cash_oper_inflow;cash_oper_inflow_sales;paid_to_supplier;paid_to_worker;cash_interest;cash_investment_of;sales_prev;of_prev
5260900490;2013;74;52;Гипрогазцентр;592.3;655.3;2560.6;3215.9;1737.0;0.0;199.5;575.3;1279.4;3215.9;3440.7;410.8;62.8;196.0;4153.1;4146.5;1538.0;1405.4;57.4;116.6;3772.7;546.9
2540016954;2013;10;25;Приморскуголь;1744.0;1976.0;3388.0;5364.0;4254.0;0.0;200.0;0.0;910.0;5364.0;5256.0;335.0;0.0;331.0;4780.0;4754.0;3521.0;764.0;0.0;695.0;4244.0;1496.0
2710001186;2013;10;27;Ургалуголь;14181.0;14650.0;2136.0;16786.0;1563.0;4025.0;4216.0;5.0;11007.0;16786.0;9028.0;76.0;47.0;-237.0;12533.0;11423.0;6762.0;934.0;42.0;5310.0;7854.0;9461.0
3528000597;2013;27;35;Северсталь;80526.4;324950.4;74976.1;399926.5;191002.5;127126.1;134012.0;40925.3;74912.1;399926.5;212897.9;15061.7;9179.9;9170.4;216163.0;205102.9;172543.0;15503.0;10872.5;9901.1;223610.8;78671.1
3127000014;2013;13;31;Лебединский горно-обогатительный комбинат;17675.6;209541.2;18283.1;227824.3;58916.6;147434.2;148265.8;15618.7;20641.9;227824.3;68826.7;35750.5;10745.6;24619.2;73208.4;71717.2;23489.5;4083.4;10480.2;2644.4;67731.8;17031.8
3127000021;2013;13;31;Комбинат КМАруда;3834.7;9858.0;1305.9;11163.9;6883.9;0.0;137.4;365.2;4142.6;11163.9;5600.2;1844.1;15.2;1823.8;5739.7;5730.5;2074.2;955.8;0.0;1096.8;6127.0;3048.7
3128011788;2013;13;31;Стойленский горно-обогатительный комбинат;24074.0;25938.6;37066.9;63005.4;59209.0;475.9;1271.1;0.5;2525.4;63005.4;41069.4;25190.0;5.0;28300.7;40891.6;40817.1;10171.1;2276.3;5.0;2685.3;39751.9;21949.8
3124013819;2013;29;31;Белгородский завод горного машиностроения;232.6;236.5;634.8;871.3;801.3;0.0;21.3;0.0;48.6;871.3;1197.3;131.1;0.0;143.1;1193.8;1164.0;790.2;172.8;0.0;23.6;1196.8;231.7
3128005752;2013;27;31;Оскольский электрометаллургический комбинат;17612.6;72501.4;11196.4;83697.8;21686.3;52151.3;52783.2;4059.9;9228.3;83697.8;57891.8;2562.3;3122.4;1942.7;58633.0;58262.2;48558.2;5001.6;3249.8;1797.0;64435.2;17859.0
2205001753;2013;23;22;Алтай-Кокс;3470.3;3529.3;4088.5;7617.8;5176.0;0.0;356.3;0.0;2085.5;7617.8;29746.6;2056.4;0.0;1938.8;30163.7;30009.8;24176.1;1214.7;0.0;69.5;38430.5;3721.7
2451000818;2013;27;24;Красноярский завод цветных металлов имени В.Н. Гулидова;3097.6;3420.1;16287.4;19707.5;11524.5;0.0;160.4;7671.3;8022.6;19707.5;31711.3;2729.9;314.5;2053.9;30289.3;30165.8;27778.9;1117.5;310.7;743.5;16453.6;2745.1
3448003962;2013;24;34;Каустик;2577.6;5943.0;10114.3;16057.3;4247.8;6524.9;6668.7;1001.8;5140.8;16057.3;11901.8;1500.9;816.8;592.3;12633.3;12381.5;9172.7;1484.3;799.1;319.7;11373.2;2377.8
2631015563;2013;24;26;Невинномысский Азот;17288.9;17452.9;4523.6;21976.5;16978.9;0.0;1274.5;801.1;3723.1;21976.5;27770.2;6457.8;1.1;6645.7;31284.4;30472.3;16784.6;1516.4;0.0;3382.3;28596.0;15180.8
3435900563;2013;24;34;Волжский Оргсинтез;1397.9;1416.7;2285.6;3702.2;1862.4;0.0;15.6;0.0;1824.2;3702.2;9984.5;1672.3;4.4;1534.1;10030.9;9998.4;7283.4;725.6;5.0;138.0;10944.0;1492.9
2631006752;2013;24;26;Арнест;512.4;2350.0;3169.2;5519.2;2723.2;384.9;441.3;1908.7;2354.7;5519.2;4207.4;492.0;177.2;521.9;4577.2;4396.8;3416.5;351.4;227.1;334.5;4549.3;454.6
2905000843;2013;24;29;КОТЛАССКИЙ ХИМИЧЕСКИЙ ЗАВОД;176.1;199.1;625.1;824.2;79.4;0.0;0.0;0.0;744.8;824.2;1125.9;25.9;0.0;14.7;1092.6;1074.5;854.8;101.8;0.0;33.5;1036.8;157.4
3627000397;2013;24;36;Минудобрения;3180.7;3683.7;41475.8;45159.5;22727.7;0.0;273.4;20023.2;22158.4;45159.5;26585.4;6213.9;344.0;6263.1;21249.6;21129.5;36098.3;1513.0;425.6;275.2;29699.0;3438.2
5249003464;2013;73;52;Научно-исследовательский и проектный институт карбамида и продуктов органического синтеза;69.4;74.7;5426.0;5500.7;328.1;0.0;0.0;170.8;5172.6;5500.7;3074.1;125.4;35.1;77.1;4791.6;4728.0;4469.8;141.9;35.1;14.0;2014.4;69.4
2321003173;2013;35;23;Тихорецкий машиностроительный завод им. В. В. Воровского;350.3;373.5;1047.2;1420.7;480.6;337.3;338.3;327.8;601.8;1420.7;1958.2;179.6;68.8;12.0;2419.0;2385.6;1490.7;339.4;102.5;29.0;2001.0;356.1
3204001047;2013;29;32;Новозыбковский машиностроительный завод;655.0;672.8;1023.7;1696.4;104.3;0.0;17.7;357.1;1574.4;1696.4;1628.9;30.6;7.3;21.7;2450.0;2422.0;1654.6;210.3;1.1;189.9;274.2;272.2
3446003396;2013;29;34;Волгограднефтемаш;1321.6;1529.3;5483.3;7012.5;2881.4;420.0;481.0;535.6;3650.2;7012.5;7617.2;781.8;183.4;526.4;7759.2;7536.1;3673.7;1495.8;187.5;210.5;6308.4;1245.3
3604001059;2013;29;36;Борисоглебский ордена Трудового Красного знамени завод химического машиностроения;190.8;195.8;2339.5;2535.3;281.2;814.8;830.5;154.2;1423.6;2535.3;2767.8;183.3;82.1;72.7;2838.1;2828.3;2751.4;196.2;72.0;80.5;2740.3;125.8
3435000467;2013;26;34;Волжский абразивный завод;742.8;765.4;1362.2;2127.6;1921.5;0.0;41.5;0.0;164.6;2127.6;3131.6;473.7;0.1;416.6;3028.7;2802.7;2102.1;457.0;0.0;26.9;3121.9;643.3
3125008314;2013;26;31;Белгородский абразивный завод;360.8;596.2;347.9;944.0;842.2;30.0;31.4;0.0;70.4;944.0;1037.7;193.1;0.0;192.7;1218.8;1104.2;928.6;160.0;0.0;206.0;1054.3;337.7
2227005952;2013;29;22;"Производственное об''единение ""Спецавтоматика""";164.2;164.2;2824.4;2988.6;-3645.2;0.0;0.0;0.0;6633.8;2988.6;4507.6;-125.1;0.0;-80.6;0.0;0.0;0.0;0.0;0.0;0.0;414.5;16.0
2227005952;2013;29;22;"Производственное об''единение ""Спецавтоматика""";164.2;164.2;2824.4;2988.6;-3645.2;0.0;0.0;0.0;6633.8;2988.6;4507.6;-125.1;0.0;-80.6;0.0;0.0;0.0;0.0;0.0;0.0;6852.5;164.2
2635002815;2013;34;26;Автоприцеп-КАМАЗ;125.2;140.3;459.4;599.7;438.3;0.0;2.2;56.7;159.2;599.7;1233.2;7.6;3.0;9.8;1159.0;1131.3;963.9;127.0;3.0;15.3;1824.0;130.2
3128000673;2013;31;31;Старооскольский завод автотракторного электрооборудования им А М Мамонова;689.6;830.1;691.0;1521.1;1116.4;0.0;63.4;109.0;341.3;1521.1;2170.5;-16.1;15.9;-18.4;2295.3;2203.3;1204.1;642.8;15.9;56.7;2325.0;604.5
3303001023;2013;31;33;ОСВАР;459.7;532.2;639.6;1171.8;533.9;16.0;69.1;297.3;568.8;1171.8;1258.0;45.4;25.6;-271.2;1557.4;1147.2;826.0;354.3;25.6;47.0;1118.7;368.6
3525027150;2013;29;35;Вологодский подшипниковый завод;804.2;863.9;670.6;1534.6;1020.5;0.0;36.9;0.0;477.1;1534.6;2931.8;-128.9;0.0;-95.5;3079.2;2991.1;2010.2;607.1;0.0;97.7;2973.9;729.1
5243000523;2013;34;52;Арзамасский завод коммунального машиностроения;210.4;229.4;1815.1;2044.5;354.8;0.0;6.4;648.0;1683.3;2044.5;2204.2;232.6;78.6;121.1;3240.3;3191.6;2402.4;167.4;0.0;22.4;1951.4;200.7
2700000070;2013;2;27;Дальлеспром;431.7;2645.2;3597.6;6242.8;1080.1;2334.1;2417.4;2088.6;2745.3;6242.8;2744.5;223.6;137.4;371.4;2401.5;1875.6;2107.3;0.9;103.6;593.8;2345.0;450.3
3202000016;2013;20;32;Дятьковский деревообрабатывающий завод;119.3;274.3;473.0;747.3;266.7;183.2;188.4;0.0;292.2;747.3;1398.7;101.3;19.7;84.7;1795.0;1492.8;1061.9;178.7;20.8;326.9;1360.7;90.1
3307001514;2013;20;33;Муром;1193.0;1364.4;276.5;1640.9;480.2;636.6;636.6;38.6;524.2;1640.9;1954.2;143.7;22.6;80.8;2133.6;1989.7;1450.1;328.9;22.4;335.9;1878.2;798.1
3528006408;2013;20;35;Череповецкий фанерно-мебельный комбинат;1064.7;1093.2;1890.9;2984.1;2436.2;0.0;98.5;200.0;449.4;2984.1;3806.2;637.6;11.7;652.3;3794.9;3681.8;2083.6;622.0;11.6;79.1;3646.5;1113.3
3526016400;2013;20;35;"Великоустюгский фанерный комбинат ""Новатор""";1506.7;1507.4;655.6;2163.0;1312.2;448.8;485.8;204.5;365.0;2163.0;2099.1;314.8;36.4;283.8;1850.1;1849.3;969.4;277.4;11.5;128.3;1725.8;1499.5
2901010706;2013;20;29;СОЛОМБАЛЬСКИЙ ЛЕСОПИЛЬНО-ДЕРЕВООБРАБАТЫВАЮЩИЙ КОМБИНАТ;481.9;821.1;1172.2;1993.3;-340.4;499.0;516.5;1303.9;1817.2;1993.3;1200.2;-236.5;229.0;-659.6;1075.0;1006.6;600.1;248.8;67.0;0.1;1899.9;502.7
2906000194;2013;20;29;Онежский лесопильно-деревообрабатывающий комбинат;262.5;369.0;1601.4;1970.5;459.3;0.0;0.0;1428.5;1511.2;1970.5;1098.1;-54.5;91.8;-133.2;1039.0;1029.9;883.3;135.3;0.0;8.1;940.0;332.7
2315014794;2013;63;23;Новорослесэкспорт;2328.0;2449.9;1553.6;4003.6;3741.7;0.0;147.9;0.0;113.9;4003.6;2199.7;921.1;0.0;1043.6;2270.2;2215.1;430.0;349.6;0.0;402.3;2160.0;2160.3
2712000082;2013;50;27;Комсомольская контора материально-технического снабжения;3.1;3.3;295.6;298.9;9.3;0.0;0.1;99.3;289.5;298.9;1043.7;21.1;7.8;19.2;971.3;967.0;952.9;7.9;0.0;0.0;603.2;2.7
3229000246;2013;21;32;Пролетарий;717.1;783.6;646.8;1430.3;1266.4;0.0;17.1;0.0;146.9;1430.3;2143.5;255.3;0.0;257.6;2520.3;1832.1;1727.1;287.9;0.0;118.2;2092.4;714.1
2903000446;2013;21;29;Архангельский целлюлозно-бумажный комбинат;8251.7;13311.0;6312.9;19623.9;10198.8;4739.0;5387.0;2525.9;4038.2;19623.9;17928.8;2310.9;351.3;1634.2;17061.5;16957.3;12148.3;1712.4;345.8;2463.8;17078.5;6546.7
5244009279;2013;21;52;Волга;1623.1;2878.2;2397.2;5275.4;3750.4;0.0;185.3;800.2;1339.6;5275.4;9735.9;-407.1;61.0;-374.6;9714.2;9604.0;8999.9;535.0;60.6;108.0;10279.5;1556.8
3128000313;2013;26;31;Осколцемент;678.6;689.5;3110.7;3800.1;1207.2;1744.6;1792.5;0.0;800.3;3800.1;10282.0;1562.6;22.2;1528.1;8822.4;8811.3;7053.4;468.7;18.5;62.1;11423.8;628.3
3202001147;2013;26;32;МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ;1283.7;1330.2;4551.8;5882.0;4961.1;0.0;55.9;0.0;865.0;5882.0;9631.0;988.1;0.3;978.2;8746.9;8739.5;6741.5;360.7;0.0;179.5;9974.8;1238.6
3437000021;2013;26;34;Себряковцемент;2464.0;7104.0;1942.5;9046.6;8426.0;0.0;158.3;13.6;462.3;9046.6;7531.2;1472.4;0.0;1416.2;8561.8;8517.1;4356.1;681.2;0.0;999.4;8660.0;2812.2
2315020195;2013;26;23;Новоросцемент;21611.8;21777.8;4216.9;25994.7;10903.6;9654.9;10040.2;3352.4;5050.8;25994.7;11432.2;1972.6;661.6;544.7;13072.1;11446.3;7941.2;1094.1;650.6;3150.9;12654.3;18161.7
2920001270;2013;26;29;Савинский цементный завод;448.8;575.4;930.2;1505.6;165.1;0.0;50.6;490.0;1289.9;1505.6;1721.6;-206.8;2.2;-215.2;1577.4;1557.1;1452.0;165.4;0.0;8.1;1841.4;476.6
3123004089;2013;26;31;Белгородасбестоцемент;159.8;197.6;510.6;708.2;587.3;0.0;18.9;0.0;102.0;708.2;1257.2;151.5;3.6;112.6;1480.2;1471.3;1018.4;233.0;3.6;6.8;1236.9;165.3
3437000078;2013;26;34;Себряковский комбинат асбестоцементных изделий;299.5;322.2;1885.6;2207.8;1944.1;11.7;85.7;0.0;178.0;2207.8;2950.2;696.5;0.1;729.5;3025.5;2993.2;2054.7;407.1;0.0;9.2;3315.5;316.4
3304005609;2013;26;33;Опытный стекольный завод;919.6;934.9;1383.8;2318.7;656.6;1207.1;1261.6;21.4;400.5;2318.7;1500.6;-63.9;17.1;-244.0;1459.8;1382.4;1010.9;323.9;37.6;227.8;1311.8;712.7
2510001238;2013;26;25;СПАССКЦЕМЕНТ;1325.9;2621.8;2844.4;5466.2;3871.8;861.5;964.0;91.5;630.4;5466.2;5595.6;1242.5;101.5;941.3;4763.7;4667.6;2856.0;589.9;102.9;545.4;5082.3;1105.8
2630000081;2013;26;26;СЕН-ГОБЕН КАВМИНСТЕКЛО;2047.7;2548.6;865.0;3413.6;1007.7;1347.3;1445.5;773.4;960.4;3413.6;1483.8;-477.4;205.2;-731.3;1568.5;1533.1;1215.9;255.4;146.0;25.2;1661.1;2383.7
2342018036;2013;26;23;КНАУФ ГИПС КУБАНЬ;1752.4;2010.6;1477.7;3488.4;2914.9;0.0;123.5;0.0;449.9;3488.4;7490.7;2005.3;1.8;2063.1;7352.1;7343.3;4673.3;179.4;0.0;107.8;6146.7;1892.0
5246002261;2013;26;52;Эй Джи Си Борский стекольный завод;3394.6;3632.5;7310.0;10942.5;10056.4;0.0;150.7;0.0;735.5;10942.5;7107.1;548.7;0.2;723.8;7831.8;7731.3;6047.5;736.0;0.0;578.2;7377.3;3373.2
3436004418;2013;26;34;Камышинский стеклотарный завод;1361.4;2450.6;1230.2;3680.7;2565.2;177.8;301.7;667.4;813.8;3680.7;1923.4;144.2;99.6;49.5;1574.5;1539.4;1076.8;260.9;99.3;48.7;1820.8;1614.8
3448004050;2013;26;34;Волгоградский керамический завод;599.0;785.6;1945.8;2731.4;1400.2;776.5;786.0;200.4;545.1;2731.4;2259.4;392.3;90.6;205.0;2305.5;2301.5;1617.8;277.8;86.7;68.3;2502.3;639.7
3314006390;2013;26;33;Красное Эхо;1361.6;1399.9;597.6;1997.4;921.6;804.3;895.1;0.0;180.8;1997.4;1672.1;1.3;25.3;-47.9;1483.1;1421.1;975.4;320.0;22.4;604.1;1818.4;732.6
3611000514;2013;15;36;ЕВДАКОВСКИЙ МАСЛОЖИРОВОЙ КОМБИНАТ;5256.7;6769.5;809.7;7579.2;354.6;4793.8;6041.5;310.0;1183.0;7579.2;1013.5;62.2;37.5;0.5;1015.5;1005.8;847.8;80.5;68.6;222.6;2021.1;766.5
3122000300;2013;15;31;Эфирное;2679.5;3249.5;12370.1;15619.6;2362.9;1062.2;1196.3;9700.0;12060.4;15619.6;16735.8;570.5;980.3;159.7;19616.0;15576.2;12867.8;556.9;979.2;597.4;14818.0;1768.8
2356006753;2013;15;23;"Усть-Лабинский эфирномаслоэкстракционный комбинат ""Флорентина""";240.0;330.3;658.5;988.8;-56.4;981.9;1007.3;0.0;38.0;988.8;1571.5;-92.1;88.4;-253.2;1516.9;1379.3;1282.3;54.8;0.0;0.0;1671.9;254.3
2315000897;2013;63;23;ИПП;1368.2;1491.3;593.8;2085.1;1868.7;0.0;67.2;0.0;149.2;2085.1;1368.9;856.6;0.0;947.7;1541.6;1468.6;185.2;148.1;0.0;211.9;1348.0;1267.1
2343000063;2013;15;23;Кристалл-2;526.3;534.1;1176.5;1710.5;577.5;406.6;459.4;637.0;673.6;1710.5;1447.3;150.8;88.9;115.1;1243.0;1170.1;882.3;182.3;88.9;266.2;1210.0;297.8
2341006687;2013;15;23;"Сахарный завод ""Ленинградский""";804.3;807.7;3543.0;4350.8;2183.3;527.6;575.5;1401.0;1592.0;4350.8;2842.1;583.4;165.2;568.4;2135.3;1924.3;2151.6;178.6;163.9;192.5;2298.4;710.4
2328000140;2013;15;23;Кристалл;1208.5;1208.8;238.8;1447.6;599.0;496.8;553.2;227.4;295.3;1447.6;1005.3;103.8;52.3;55.0;1468.8;1316.1;669.5;219.1;54.6;323.0;1808.2;765.5
2351007672;2013;15;23;Тбилисский сахарный завод;448.1;689.8;713.1;1402.9;932.3;10.9;32.6;0.0;438.0;1402.9;1113.6;140.3;0.0;126.5;953.4;945.7;563.1;185.5;0.0;146.0;1230.8;360.0
2356030749;2013;15;23;"Сахарный завод ""Свобода""";414.8;541.0;491.3;1032.3;407.9;70.6;99.2;397.0;525.2;1032.3;1039.4;91.4;21.3;88.1;1169.8;990.8;618.4;126.9;26.5;105.7;964.6;317.8
2344001775;2013;15;23;ВИКОР;0.0;815.5;1640.5;2456.0;1248.1;376.7;429.2;724.0;778.7;2456.0;1627.8;326.1;118.1;307.1;1960.6;1573.0;1126.8;172.4;121.3;88.3;2004.0;788.2
3652000739;2013;15;36;Лискисахар;284.8;285.1;1646.5;1931.6;303.4;50.4;60.2;1433.2;1568.0;1931.6;2624.3;58.4;85.9;15.6;2540.9;2355.8;3067.5;102.6;87.2;21.6;2223.5;318.0
2261001027;2013;15;22;ЧЕРЕМНОВСКИЙ САХАРНЫЙ ЗАВОД;569.2;581.5;2061.4;2642.9;1108.8;352.2;408.3;1028.1;1125.8;2642.9;1585.2;215.0;124.3;184.9;1858.4;1727.5;1388.1;153.0;124.3;56.9;1434.5;580.1
3126000974;2013;15;31;Валуйкисахар;2010.2;2044.8;4258.3;6303.1;1334.4;2001.2;2135.9;2497.4;2832.7;6303.1;5341.2;317.1;592.1;45.4;5558.7;5108.4;3685.5;390.5;605.3;299.2;6432.2;2344.3
2226009591;2013;15;22;БИЙСКИЙ МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД;593.1;595.6;1135.4;1731.1;3.7;0.0;1.3;1700.0;1726.1;1731.1;1294.2;6.1;129.1;2.8;1468.6;1415.8;1539.5;64.2;127.6;16.8;1706.6;498.0
3438000024;2013;15;34;Урюпинский маслоэкстракционный завод;216.1;228.0;1370.2;1598.1;715.3;0.0;4.2;601.1;878.6;1598.1;2375.7;117.3;167.7;93.6;2796.3;2515.3;1791.1;68.6;167.7;20.2;2149.6;208.9
5257003806;2013;15;52;Нижегородский масло-жировой комбинат;643.3;667.3;4549.1;5216.4;1954.2;23.9;56.8;1203.5;3205.4;5216.4;12356.0;406.4;176.0;334.1;14411.8;14163.3;12601.6;686.7;181.4;38.3;12649.6;698.5
2302016730;2013;15;23;"Масложиркомбинат ""Армавирский""";292.2;299.8;3917.1;4216.9;356.9;0.0;1.6;3000.0;3858.4;4216.9;2011.2;298.7;261.6;75.1;8866.2;5211.6;6016.8;72.3;280.8;28.8;3715.3;292.1
2511003566;2013;15;25;Уссурийский бальзам;204.3;632.3;1386.6;2018.9;555.0;372.3;373.0;200.4;1090.9;2018.9;1591.4;213.2;64.2;85.3;4052.9;4017.9;1216.2;188.1;57.0;55.2;3291.3;208.0
2700000560;2013;15;27;"Ликеро-водочный завод ""Хабаровский""";155.5;171.9;1489.2;1661.2;692.9;308.9;309.7;4.9;658.6;1661.2;1146.0;102.3;50.5;42.1;1361.9;1356.8;1058.4;144.7;58.6;49.1;1107.9;125.2
2900000293;2013;15;29;АРХАНГЕЛЬСКИЙ ЛИКЕРО-ВОДОЧНЫЙ ЗАВОД;109.2;133.3;1263.0;1396.4;598.3;2.8;3.3;0.0;794.8;1396.4;1042.7;215.2;11.0;29.7;995.6;973.1;469.0;90.8;11.0;45.5;1037.4;99.8
3128001300;2013;15;31;"Кондитерская фабрика ""Славянка""";753.8;5777.1;817.8;6594.8;5723.3;0.0;25.1;0.0;846.4;6594.8;3354.8;864.1;0.0;1480.8;3439.2;3403.5;1657.4;309.2;0.0;92.3;3304.6;755.2
3232000140;2013;15;32;БРЯНКОНФИ;562.3;565.9;261.2;827.1;728.4;0.0;15.8;0.0;82.9;827.1;1170.1;129.8;0.0;105.5;1432.7;1379.6;829.2;172.3;0.0;152.6;1168.3;481.3
3445007077;2013;15;34;"НАРОДНОЕ ПРЕДПРИЯТИЕ ""КОНФИЛ""";215.5;216.2;717.1;933.3;802.3;0.0;4.2;0.0;126.8;933.3;1208.6;136.2;0.0;112.3;1181.9;1179.0;699.3;422.3;0.0;0.0;1263.9;252.9
2628008703;2013;15;26;НАРЗАН;831.4;1109.8;597.8;1707.6;999.7;274.4;281.3;13.3;426.6;1707.6;1799.0;103.8;6.4;38.7;1427.4;1426.3;1012.3;211.7;6.9;286.8;1874.5;776.3
3223000539;2013;16;32;Погарская сигаретно - сигарная фабрика;73.7;75.1;1682.2;1757.3;26.1;0.0;0.0;213.0;1731.3;1757.3;1443.0;54.6;4.5;5.0;2306.8;2297.3;949.9;69.1;3.7;25.4;1460.1;27.7
2504001550;2013;15;25;Владхлеб;182.1;195.1;238.6;433.7;315.8;0.0;53.0;0.0;64.9;433.7;1080.2;42.3;0.6;59.3;1330.8;1295.2;778.2;297.1;2.6;28.0;1036.0;154.1
3525045705;2013;15;35;Вологодский хлебокомбинат;255.0;260.6;133.9;394.5;256.7;0.0;12.2;7.8;125.6;394.5;1155.7;62.8;1.0;26.0;1055.9;1042.8;531.0;382.6;0.9;17.9;1075.0;268.1
